区域,地段,小区,空间,面积,朝向,装修,楼层,建成时间,单价每平,总价
渝中,大坪,鹰冠社区,5室2厅,210.37平米,东南,简装,24层,2000年建,"9,983元/平",210.0
渝中,大坪,协信总部城,3室1厅,91平米,东,精装,33层,2012年建,"17,572元/平",159.9
渝中,大坪,恒大名都,4室1厅,157平米,东南 南,精装,11层,2011年建,"24,332元/平",382.0
渝中,大坪,万科锦程,3室2厅,96.25平米,西南,精装,34层,2010年建,"21,299元/平",205.0
渝中,大坪,立源地,3室2厅,141.24平米,南,精装,18层,2002年建,"12,745元/平",180.0
渝中,大坪,渝州新都,3室2厅,143平米,南 北,毛坯,18层,2007年建,"15,035元/平",215.0
渝中,解放碑,融创白象街,5室2厅,424.06平米,南,毛坯,51层,2017年建,"28,298元/平",1200.0
渝中,大坪,立源地,3室2厅,133平米,东南,简装,10层,2002年建,"9,399元/平",125.0
渝中,解放碑,融创白象街,4室2厅,170.36平米,东南 南,毛坯,39层,2019年建,"21,132元/平",360.0
渝中,大坪,环卫大厦,3室2厅,115平米,东南,精装,33层,2006年建,"10,696元/平",123.0
渝中,化龙桥,雍江艺庭,2室2厅,103.88平米,南,其他,28层,2011年建,"20,986元/平",218.0
渝中,化龙桥,瑞安翠湖天地,3室2厅,129.17平米,东南,毛坯,31层,2017年建,"23,226元/平",300.0
渝中,化龙桥,瑞安翠湖天地,4室2厅,132.35平米,东北,其他,51层,2017年建,"23,801元/平",315.0
渝中,两路口,鹅岭峯,4室2厅,219.43平米,东 西南,精装,7层,2016年建,"28,711元/平",630.0
渝中,大坪,大黄路中交二航局家属院,3室2厅,94.41平米,东南,简装,11层,1999年建,"11,122元/平",105.0
渝中,大坪,e动力广场,3室2厅,85.6平米,北,简装,16层,2000年建,"9,113元/平",78.0
渝中,化龙桥,雍江苑,2室2厅,89.94平米,西南,精装,17层,2009年建,"17,901元/平",161.0
渝中,大坪,万科锦程,3室1厅,97.83平米,南,精装,34层,2010年建,"20,342元/平",199.0
渝中,化龙桥,雍江艺庭,3室2厅,110.64平米,南,精装,9层,2010年建,"18,348元/平",203.0
渝中,大坪,恒大名都,4室2厅,140.55平米,南,精装,30层,2014年建,"19,922元/平",280.0
渝中,化龙桥,重庆天地雍江御庭,2室1厅,104.44平米,东南,精装,36层,2014年建,"22,501元/平",235.0
渝中,化龙桥,重庆天地雍江御庭,3室2厅,133.14平米,东南,精装,36层,2014年建,"22,909元/平",305.0
渝中,化龙桥,瑞安翠湖天地,3室2厅,95.73平米,南,毛坯,35层,2017年建,"19,326元/平",185.0
渝中,化龙桥,雍江悦庭,2室2厅,96.5平米,东北,精装,33层,2012年建,"22,591元/平",218.0
渝中,大坪,恒康丽景,2室1厅,66.34平米,西南,其他,33层,2010年建,"14,019元/平",93.0
渝中,化龙桥,雍江艺庭,4室2厅,220.21平米,北,精装,18层,2010年建,"21,798元/平",480.0
渝中,化龙桥,重庆天地雍江御庭,3室2厅,163.27平米,东,精装,28层,2014年建,"22,662元/平",370.0
渝中,大坪,心巢小区,3室1厅,109.47平米,东南,精装,25层,2004年建,"14,616元/平",160.0
渝中,化龙桥,重庆天地雍江翠湖,3室1厅,134.93平米,西北,精装,中楼层(共31层),2016年建,"25,051元/平",338.0
渝中,化龙桥,雍江翠璟,3室2厅,118.57平米,北,精装,32层,2014年建,"24,037元/平",285.0
渝中,大坪,渝州新都,3室2厅,121.86平米,南,精装,18层,2007年建,"14,772元/平",180.0
渝中,化龙桥,雍江艺庭,3室2厅,131.87平米,北,精装,28层,2010年建,"23,129元/平",305.0
渝中,化龙桥,临江佳园,3室2厅,131.97平米,南,精装,34层,2008年建,"12,276元/平",162.0
渝中,大坪,渝州新都,3室2厅,122.72平米,南 北,精装,18层,2007年建,"17,113元/平",210.0
渝中,大坪,万科锦尚,2室2厅,66.09平米,西南,精装,23层,2016年建,"18,611元/平",123.0
渝中,两路口,铂金时代,1室0厅,31平米,南,简装,31层,2004年建,"13,549元/平",42.0
渝中,大坪,鹰冠社区,3室2厅,136.52平米,南,简装,28层,1999年建,"8,790元/平",120.0
渝中,解放碑,时代豪苑,5室3厅,272.7平米,南,其他,48层,2000年建,"13,451元/平",366.8
渝中,大坪,万科锦程,3室2厅,109.79平米,东南,精装,33层,2010年建,"20,494元/平",225.0
渝中,大坪,和泓江山国际,4室2厅,124.75平米,东南,毛坯,38层,2017年建,"19,319元/平",241.0
渝中,大坪,和泓江山国际,4室2厅,126.49平米,南,毛坯,38层,2017年建,"22,532元/平",285.0
渝中,解放碑,融创白象街,3室2厅,118.41平米,东南,毛坯,39层,2019年建,"18,580元/平",220.0
渝中,大坪,春语江山,3室1厅,134.53平米,东南,毛坯,35层,2014年建,"14,124元/平",190.0
渝中,大坪,万科锦尚,3室1厅,85.28平米,西 西北,精装,23层,2016年建,"19,290元/平",164.5
渝中,大坪,和泓江山国际,3室2厅,92平米,南,毛坯,38层,2017年建,"18,479元/平",170.0
渝中,化龙桥,瑞安翠湖天地,3室1厅,132.35平米,东南,毛坯,51层,2017年建,"24,708元/平",327.0
渝中,大坪,协信总部城,3室1厅,91.46平米,西,精装,30层,2013年建,"18,369元/平",168.0
渝中,大坪,协信阿卡迪亚,3室2厅,128.27平米,东南,精装,低楼层(共32层),2012年建,"16,372元/平",210.0
渝中,大坪,心巢小区,3室2厅,130.77平米,北,简装,19层,2004年建,"12,771元/平",167.0
渝中,大坪,渝州新都,3室2厅,111.95平米,东南,精装,33层,2007年建,"17,866元/平",200.0
渝中,化龙桥,瑞安翠湖天地,4室2厅,158.11平米,西南,精装,51层,2017年建,"24,667元/平",390.0
渝中,袁家岗,保利国宾上院,3室2厅,129.29平米,东南,精装,4层,2008年建,"22,276元/平",288.0
大渡口,巴国城,中交万都汇,2室1厅,43.28平米,东,精装,29层,2014年建,"12,708元/平",55.0
大渡口,双山,渝高幸福九里,3室2厅,72.8平米,东南,精装,低楼层(共26层),2017年建,"15,522元/平",113.0
大渡口,巴国城,中交丽景香漫岭,4室2厅,132.41平米,北,毛坯,9层,2010年建,"15,558元/平",206.0
大渡口,九宫庙,天泰钢城印象,3室2厅,92.25平米,东南,精装,低楼层(共32层),2018年建,"11,437元/平",105.5
大渡口,巴国城,中交丽景,2室1厅,80.73平米,东南,简装,30层,2011年建,"12,189元/平",98.4
大渡口,双山,晋愉天意,2室2厅,85.44平米,南,精装,33层,2011年建,"11,471元/平",98.0
大渡口,巴国城,中交万都汇,3室2厅,86.57平米,南,精装,34层,2013年建,"19,407元/平",168.0
大渡口,巴国城,中交丽景,2室1厅,72.25平米,东南,精装,30层,2010年建,"13,288元/平",96.0
大渡口,巴国城,中交万都汇,3室1厅,86.57平米,东南,精装,34层,2013年建,"13,227元/平",114.5
大渡口,步行街,国瑞城3期,2室2厅,89.27平米,东,其他,中楼层(共27层),2013年建,"12,659元/平",113.0
大渡口,九宫庙,古渡春色,2室1厅,63.49平米,西北,精装,中楼层(共33层),2012年建,"9,923元/平",63.0
大渡口,双山,盛世龙都A区,3室2厅,94.94平米,东南,精装,中楼层(共32层),2012年建,"11,481元/平",109.0
大渡口,九宫庙,绿地城,3室2厅,95.81平米,东南,毛坯,中楼层(共18层),2016年建,"9,561元/平",91.6
大渡口,双山,晋愉绿岛,2室2厅,95平米,南,精装,高楼层(共32层),2006年建,"8,632元/平",82.0
大渡口,巴国城,中交丽景,4室2厅,126.9平米,东南,精装,34层,2010年建,"11,703元/平",148.5
大渡口,建设村,新宝龙易城,2室1厅,82.99平米,东南,精装,33层,2010年建,"10,363元/平",86.0
大渡口,双山,晋愉天意,2室1厅,81.65平米,南,精装,33层,2011年建,"11,758元/平",96.0
大渡口,双山,雅居乐御宾府,4室2厅,169.94平米,南,毛坯,30层,2017年建,"13,005元/平",221.0
大渡口,双山,朵力迎宾大道,3室2厅,100.64平米,南,精装,33层,2017年建,"12,421元/平",125.0
大渡口,双山,晋愉林畔神韵,5室2厅,178.88平米,南,精装,低楼层(共6层),2010年建,"13,865元/平",248.0
大渡口,巴国城,中交香悦岭,2室1厅,75.99平米,南,精装,27层,2013年建,"12,502元/平",95.0
大渡口,马王乡,朵力名都,2室1厅,86平米,东南,简装,7层,2001年建,"7,326元/平",63.0
大渡口,九宫庙,绿地城,3室2厅,83.68平米,南,毛坯,中楼层(共18层),2018年建,"9,919元/平",83.0
大渡口,建设村,新宝龙易城,3室2厅,84平米,东,精装,33层,2007年建,"11,667元/平",98.0
大渡口,巴国城,中交丽景香漫岭,4室1厅,118.27平米,东南,精装,27层,2012年建,"13,783元/平",163.0
大渡口,九宫庙,融创春晖十里雍和府,3室1厅,92.99平米,东北,毛坯,34层,2017年建,"11,453元/平",106.5
大渡口,马王乡,大堰三村,2室1厅,54.65平米,南 北,简装,高楼层(共8层),1994年建,"5,490元/平",30.0
大渡口,巴国城,中交香悦岭,2室2厅,76平米,东南,精装,27层,2013年建,"13,553元/平",103.0
大渡口,九宫庙,绿地城二期,4室2厅,110.68平米,南,毛坯,高楼层(共7层),2019年建,"9,668元/平",107.0
大渡口,九宫庙,绿地城,3室2厅,81.38平米,东南,精装,中楼层(共18层),2016年建,"10,937元/平",89.0
大渡口,九宫庙,融创春晖十里雍和府,3室2厅,82.11平米,东 南,毛坯,32层,2019年建,"11,205元/平",92.0
大渡口,巴国城,晋愉盛世融城,3室2厅,96平米,南,精装,27层,2011年建,"11,771元/平",113.0
大渡口,双山,晋愉岭海,2室2厅,93.15平米,西南,精装,低楼层(共30层),2009年建,"11,380元/平",106.0
大渡口,步行街,秋实春华,2室1厅,62.64平米,东南,精装,低楼层(共26层),2009年建,"10,537元/平",66.0
大渡口,建设村,新宝龙易城,2室2厅,83.13平米,南 北,精装,33层,2007年建,"10,225元/平",85.0
大渡口,双山,铭鑫鼎尚源,2室1厅,82.78平米,北,精装,33层,2017年建,"9,906元/平",82.0
大渡口,巴国城,晋愉盛世融城C区,3室2厅,97平米,南,精装,29层,2013年建,"12,165元/平",118.0
大渡口,建设村,新宝龙易城,1室1厅,52平米,东,精装,33层,2007年建,"11,731元/平",61.0
大渡口,步行街,国瑞城3期,3室1厅,102平米,南,精装,高楼层(共26层),2013年建,"11,961元/平",122.0
大渡口,巴国城,晋愉盛世融城,2室2厅,85.35平米,南,精装,29层,2011年建,"12,537元/平",107.0
大渡口,双山,盛世龙都B区,2室1厅,68.23平米,北,简装,中楼层(共30层),2014年建,"10,406元/平",71.0
大渡口,巴国城,中交丽景,2室2厅,80.89平米,东南,毛坯,34层,2012年建,"11,745元/平",95.0
大渡口,双山,渝高幸福九里,2室2厅,60.92平米,南,精装,33层,2016年建,"14,446元/平",88.0
大渡口,巴国城,中交丽景,2室2厅,72平米,南,精装,30层,2010年建,"13,195元/平",95.0
大渡口,九宫庙,绿地城,3室1厅,84平米,西,毛坯,高楼层(共18层),2016年建,"9,643元/平",81.0
大渡口,步行街,国瑞城3期,2室1厅,63.84平米,西 西北,简装,中楼层(共26层),2013年建,"11,811元/平",75.4
大渡口,巴国城,东海阿特豪斯,2室2厅,92.27平米,东南,毛坯,中楼层(共32层),2012年建,"11,218元/平",103.5
大渡口,巴国城,中交丽景香漫岭,3室2厅,85.57平米,南 北,精装,27层,2012年建,"12,855元/平",110.0
大渡口,九宫庙,古渡春色,3室2厅,84平米,东,精装,中楼层(共25层),2012年建,"10,477元/平",88.0
大渡口,巴国城,中交丽景,3室2厅,86平米,东,精装,30层,2010年建,"11,977元/平",103.0
大渡口,九宫庙,古渡春色,2室2厅,70平米,东南,毛坯,高楼层(共33层),2012年建,"9,286元/平",65.0
大渡口,巴国城,晋愉盛世融城,2室2厅,63平米,东南,其他,27层,2011年建,"12,699元/平",80.0
大渡口,九宫庙,秀水丽苑,3室2厅,138平米,东南,其他,低楼层(共13层),2004年建,"9,928元/平",137.0
大渡口,步行街,华庭紫苑,3室2厅,109平米,南,其他,中楼层(共28层),2006年建,"9,909元/平",108.0
大渡口,巴国城,晋愉盛世融城,2室1厅,86平米,北,精装,33层,2014年建,"11,396元/平",98.0
大渡口,双山,朵力迎宾大道,3室2厅,91平米,南,毛坯,33层,2016年建,"11,759元/平",107.0
大渡口,九宫庙,绿地城,2室2厅,58.48平米,南,毛坯,低楼层(共18层),2016年建,"10,773元/平",63.0
大渡口,建设村,新宝龙易城,2室1厅,83平米,南,精装,33层,2007年建,"9,880元/平",82.0
大渡口,巴国城,晋愉盛世融城,2室1厅,79.44平米,西南,精装,33层,2011年建,"12,563元/平",99.8
大渡口,马王乡,缤纷时代,2室1厅,61.59平米,东南,简装,10层,2009年建,"10,229元/平",63.0
大渡口,大渡口区府,铂金云鼎,2室2厅,55.6平米,南,精装,中楼层(共27层),2009年建,"12,051元/平",67.0
大渡口,马王乡,双山路58号,2室2厅,81平米,南,简装,低楼层(共21层),2005年建,"8,642元/平",70.0
大渡口,巴国城,中交公元时光,1室1厅,48.66平米,南,精装,32层,2013年建,"13,564元/平",66.0
大渡口,九宫庙,祥和御馨园,2室2厅,95.2平米,东,精装,中楼层(共27层),2006年建,"9,769元/平",93.0
大渡口,巴国城,中交万都汇,2室1厅,51.78平米,东南,其他,32层,2013年建,"12,554元/平",65.0
大渡口,双山,西城佳园,2室1厅,69.83平米,北,毛坯,低楼层(共33层),2017年建,"9,022元/平",63.0
大渡口,巴国城,中交丽景,2室1厅,71.91平米,东南,简装,34层,2010年建,"13,211元/平",95.0
大渡口,大渡口区府,铂金云鼎,2室1厅,45.6平米,东,其他,低楼层(共27层),2009年建,"10,746元/平",49.0
大渡口,步行街,锦天国际,1室1厅,63.22平米,东,其他,高楼层(共22层),2009年建,"10,282元/平",65.0
大渡口,大渡口区府,铂金云鼎,2室1厅,53.14平米,西,精装,低楼层(共27层),2009年建,"12,044元/平",64.0
大渡口,双山,晋愉绿岛蓝溪,4室2厅,192.79平米,南,毛坯,3层,2002年建,"14,161元/平",273.0
大渡口,双山,晋愉岭海,3室2厅,106.54平米,东南 西南,精装,高楼层(共30层),2009年建,"12,015元/平",128.0
大渡口,步行街,春晖花园,3室1厅,134.74平米,西,精装,中楼层(共12层),2005年建,"9,931元/平",133.8
大渡口,双山,雅居乐御宾府,4室1厅,169.94平米,东,精装,30层,2017年建,"15,771元/平",268.0
大渡口,九宫庙,旭辉东原长河原,3室2厅,122.96平米,东南,毛坯,低楼层(共33层),2019年建,"15,209元/平",187.0
大渡口,步行街,华庭紫苑,3室1厅,78.29平米,南,其他,中楼层(共28层),2006年建,"13,412元/平",105.0
大渡口,步行街,豪俊阁,3室1厅,124.55平米,南,毛坯,中楼层(共17层),2004年建,"9,394元/平",117.0
大渡口,双山,朵力迎宾大道,3室2厅,100.73平米,南,精装,33层,2017年建,"14,395元/平",145.0
大渡口,双山,雅居乐御宾府,3室2厅,128.96平米,南 北,精装,30层,2014年建,"15,509元/平",200.0
大渡口,步行街,国瑞城1期,3室1厅,95.25平米,南,精装,高楼层(共30层),2005年建,"14,174元/平",135.0
大渡口,双山,雅居乐御宾府,5室1厅,169.94平米,东,精装,30层,2017年建,"16,477元/平",280.0
大渡口,九宫庙,松青大道60号,3室1厅,109.86平米,南,精装,低楼层(共18层),2009年建,"13,199元/平",145.0
大渡口,巴国城,中交丽景,3室1厅,115.27平米,东,精装,24层,2010年建,"12,146元/平",140.0
大渡口,双山,渝高幸福九里,3室2厅,69.13平米,西,精装,中楼层(共26层),2016年建,"17,359元/平",120.0
大渡口,九宫庙,绿地城,3室1厅,83.58平米,东,其他,高楼层(共18层),2016年建,"10,649元/平",89.0
大渡口,巴国城,晋愉融府,7室2厅,194.79平米,南 北,毛坯,高楼层(共7层),2013年建,"14,734元/平",287.0
大渡口,九宫庙,天安江畔珑园,5室2厅,222.54平米,东南,毛坯,低楼层(共41层),2015年建,"12,583元/平",280.0
大渡口,双山,金科星辰三期,3室2厅,84.7平米,东南,精装,低楼层(共18层),2018年建,"15,231元/平",129.0
大渡口,步行街,翠柏小区,2室1厅,56平米,南,简装,中楼层(共7层),2000年建,"7,143元/平",40.0
大渡口,马王乡,蓝光御江台,3室1厅,81.97平米,东南,简装,高楼层(共28层),2015年建,"12,566元/平",103.0
大渡口,马王乡,大堰三村,2室1厅,54.53平米,东南,简装,高楼层(共8层),1994年建,"6,419元/平",35.0
大渡口,巴国城,东海阿特豪斯,3室2厅,118平米,北 南,精装,中楼层(共30层),2012年建,"12,628元/平",149.0
大渡口,双山,朵力迎宾大道,3室2厅,73.61平米,南,精装,33层,2017年建,"14,401元/平",106.0
大渡口,双山,晋愉碧怡林畔,6室3厅,508.39平米,南 东 东南,毛坯,3层,2009年建,"17,703元/平",900.0
大渡口,双山,晋愉碧怡林畔,5室3厅,317.42平米,东南,毛坯,3层,2009年建,"15,532元/平",493.0
大渡口,双山,晋愉碧怡林畔东岸,5室3厅,342.24平米,南,毛坯,3层,2011年建,"15,048元/平",515.0
大渡口,双山,朵力品道,2室1厅,84.92平米,东南,精装,33层,2013年建,"13,484元/平",114.5
大渡口,双山,雅居乐御宾府,3室2厅,87.74平米,东,精装,27层,2017年建,"14,931元/平",131.0
大渡口,九宫庙,佳兆业·滨江新城·墨香庭,3室2厅,115.98平米,南,毛坯,中楼层(共33层),2018年建,"12,244元/平",142.0
大渡口,步行街,秋实小区,4室2厅,141.11平米,东南,简装,高楼层(共7层),2007年建,"8,505元/平",120.0
大渡口,双山,渝高幸福九里,1室2厅,70平米,东南,精装,26层,2016年建,"15,000元/平",105.0
大渡口,双山,朵力品道,2室1厅,86.93平米,西南,毛坯,33层,2013年建,"11,849元/平",103.0
大渡口,九宫庙,绿地城二期,4室2厅,120.88平米,南,毛坯,高楼层(共20层),2020年建,"10,341元/平",125.0
大渡口,双山,盛世龙都A区,2室1厅,65.33平米,东,精装,高楼层(共32层),2012年建,"11,557元/平",75.5
大渡口,九宫庙,中冶城邦国际,1室1厅,46.07平米,西南,其他,中楼层(共33层),2016年建,"10,311元/平",47.5
大渡口,建设村,平安怡和园,3室2厅,122.24平米,南,精装,低楼层(共12层),2002年建,"10,635元/平",130.0
大渡口,巴国城,中交丽景,4室2厅,115.27平米,东,精装,24层,2010年建,"13,794元/平",159.0
大渡口,双山,朵力品道,3室2厅,107.14平米,北,精装,33层,2013年建,"13,534元/平",145.0
大渡口,步行街,天使花园,3室1厅,85平米,东南,简装,低楼层(共12层),2004年建,"10,942元/平",93.0
大渡口,双山,晋愉绿岛,3室2厅,109.78平米,东南,精装,高楼层(共32层),2006年建,"9,838元/平",108.0
大渡口,大渡口区府,顺祥壹街区,4室2厅,124.13平米,西,简装,34层,2008年建,"13,696元/平",170.0
大渡口,九宫庙,御景龙庭,2室1厅,61.26平米,东南,其他,低楼层(共32层),2008年建,"11,101元/平",68.0
大渡口,双山,乐居小区,2室2厅,65.46平米,南 西南,其他,6层,2009年建,"8,555元/平",56.0
大渡口,双山,华仁万有广场,1室1厅,53.75平米,南,其他,中楼层(共33层),2015年建,"10,977元/平",59.0
大渡口,巴国城,晋愉融府,5室2厅,250.02平米,东南,精装,低楼层(共8层),2013年建,"13,519元/平",338.0
大渡口,双山,雅居乐御宾府,1室0厅,52.25平米,东,简装,30层,2014年建,"7,465元/平",39.0
大渡口,巴国城,晋愉融府,4室2厅,139.75平米,南 北,精装,中楼层(共7层),2013年建,"16,816元/平",235.0
大渡口,九宫庙,绿地城二期,3室2厅,110.85平米,南,毛坯,低楼层(共7层),2019年建,"10,465元/平",116.0
大渡口,巴国城,中交丽景香漫岭,4室2厅,137.42平米,东南,毛坯,9层,2010年建,"16,010元/平",220.0
大渡口,步行街,国瑞城1期,3室1厅,123.18平米,南,其他,低楼层(共30层),2005年建,"9,986元/平",123.0
大渡口,双山,国瑞爱与山,3室2厅,145平米,南 北,精装,6层,2015年建,"19,242元/平",279.0
大渡口,九宫庙,古渡春色,2室2厅,70.32平米,东,简装,低楼层(共33层),2012年建,"10,311元/平",72.5
大渡口,九宫庙,古渡春色,2室1厅,70.32平米,西南,简装,高楼层(共33层),2012年建,"10,239元/平",72.0
大渡口,九宫庙,钢花苑,2室1厅,56平米,东南,简装,高楼层(共11层),2005年建,"8,215元/平",46.0
大渡口,双山,晋愉绿岛,2室2厅,92.82平米,东南,简装,中楼层(共32层),2006年建,"9,158元/平",85.0
大渡口,马王乡,新农八村,3室1厅,91.12平米,东南 南,简装,中楼层(共8层),1998年建,"6,585元/平",60.0
大渡口,步行街,国瑞城1期,2室2厅,86.28平米,东,精装,高楼层(共30层),2005年建,"13,677元/平",118.0
大渡口,双山,盛世龙都B区,1室1厅,48平米,东,精装,低楼层(共25层),2014年建,"11,417元/平",54.8
大渡口,双山,国瑞爱与山,4室2厅,130.65平米,南,精装,7层,2016年建,"18,600元/平",243.0
大渡口,巴国城,中交丽景,4室1厅,113.71平米,东南,精装,34层,2010年建,"13,192元/平",150.0
大渡口,步行街,科而士天辰华府,3室2厅,102平米,南,精装,中楼层(共7层),2003年建,"9,706元/平",99.0
大渡口,双山,朵力品道,3室1厅,111.37平米,东南,精装,33层,2013年建,"13,065元/平",145.5
大渡口,双山,渝高幸福九里,3室2厅,85.08平米,南 北,毛坯,26层,2016年建,"13,435元/平",114.3
大渡口,双山,盛世龙都A区,3室2厅,94.94平米,南,精装,高楼层(共32层),2012年建,"10,849元/平",103.0
大渡口,巴国城,中交丽景,3室2厅,87平米,东,精装,34层,2010年建,"13,046元/平",113.5
大渡口,建设村,花生堡,3室2厅,124.89平米,东 北 东北,简装,中楼层(共9层),1980年建,"6,806元/平",85.0
大渡口,巴国城,中交丽景,3室2厅,93.96平米,东,精装,34层,2010年建,"15,433元/平",145.0
大渡口,巴国城,中交丽景,4室1厅,124.02平米,东南,精装,34层,2010年建,"14,917元/平",185.0
大渡口,九宫庙,秋实景苑,3室2厅,114.56平米,东北,简装,高楼层(共28层),2007年建,"9,952元/平",114.0
大渡口,双山,中豪公园尚城,3室2厅,103平米,南,精装,29层,2014年建,"13,204元/平",136.0
大渡口,大渡口区府,建设村,3室1厅,73.53平米,东南,简装,高楼层(共9层),1998年建,"5,440元/平",40.0
大渡口,九宫庙,古渡春色,3室1厅,81.19平米,南,简装,高楼层(共33层),2012年建,"10,839元/平",88.0
大渡口,九宫庙,绿地城,3室2厅,97.87平米,西,毛坯,中楼层(共18层),2016年建,"9,809元/平",96.0
大渡口,双山,渝高幸福九里,3室2厅,75.94平米,西,精装,高楼层(共26层),2016年建,"15,407元/平",117.0
大渡口,双山,晋愉天意,3室1厅,88.78平米,东南,精装,33层,2011年建,"13,067元/平",116.0
大渡口,双山,朵力品道,3室1厅,108.71平米,北,简装,30层,2013年建,"12,971元/平",141.0
大渡口,巴国城,中交丽景香漫岭,3室2厅,100.56平米,西北,毛坯,34层,2012年建,"12,331元/平",124.0
大渡口,双山,盛世龙都B区,3室2厅,68平米,南,精装,低楼层(共18层),2014年建,"12,500元/平",85.0
大渡口,步行街,佳禾钰茂香港城,3室1厅,126.17平米,南,精装,中楼层(共26层),2005年建,"11,889元/平",150.0
大渡口,九宫庙,柏华小区,3室2厅,74.79平米,南 北,简装,中楼层(共8层),1999年建,"8,157元/平",61.0
大渡口,九宫庙,古渡春色,3室1厅,84.1平米,南,精装,低楼层(共25层),2012年建,"11,534元/平",97.0
大渡口,九宫庙,蓝谷小镇,6室4厅,251.6平米,南 北,精装,低楼层(共6层),2011年建,"8,347元/平",210.0
大渡口,九宫庙,天辰美苑,3室2厅,106平米,南,简装,低楼层(共33层),2006年建,"10,095元/平",107.0
大渡口,双山,晋愉绿岛,3室2厅,124.01平米,东南,精装,高楼层(共32层),2006年建,"9,274元/平",115.0
大渡口,巴国城,中交万都汇,3室1厅,97.17平米,西北,其他,34层,2014年建,"15,437元/平",150.0
大渡口,双山,晋愉林畔神韵,5室2厅,191.22平米,南,毛坯,高楼层(共6层),2010年建,"12,342元/平",236.0
大渡口,双山,晋愉天意,3室2厅,88.67平米,南,毛坯,33层,2011年建,"11,729元/平",104.0
大渡口,双山,国瑞爱与山,3室2厅,99.37平米,东南,精装,8层,2015年建,"20,429元/平",203.0
大渡口,大渡口区府,顺祥壹街区,3室2厅,102平米,南 北,简装,34层,2008年建,"12,942元/平",132.0
大渡口,双山,国瑞爱与山,4室1厅,163.37平米,南,毛坯,7层,2016年建,"18,976元/平",310.0
大渡口,双山,晋愉绿岛,4室2厅,139.44平米,南 北,精装,中楼层(共5层),2006年建,"9,324元/平",130.0
大渡口,九宫庙,古渡春色,3室1厅,81.19平米,南,精装,高楼层(共33层),2012年建,"10,962元/平",89.0
大渡口,双山,晋愉天意,3室2厅,114平米,东,精装,33层,2011年建,"11,930元/平",136.0
大渡口,九宫庙,秋实景苑,3室1厅,111.08平米,东南,精装,低楼层(共28层),2007年建,"9,003元/平",100.0
大渡口,双山,朵力品道,3室1厅,110平米,南,精装,33层,2013年建,"13,000元/平",143.0
大渡口,九宫庙,迁禧花园,2室1厅,87.24平米,东,毛坯,高楼层(共6层),1999年建,"6,752元/平",58.9
大渡口,双山,渝高幸福九里,3室1厅,84.02平米,东南,精装,33层,2016年建,"14,878元/平",125.0
大渡口,九宫庙,蓝谷小镇,6室4厅,266.72平米,南,精装,低楼层(共6层),2011年建,"9,299元/平",248.0
大渡口,九宫庙,旭辉东原长河原,4室2厅,139.26平米,东,毛坯,高楼层(共33层),2019年建,"15,080元/平",210.0
大渡口,步行街,蓝光中央广场,3室2厅,121.77平米,南,毛坯,中楼层(共24层),2017年建,"14,782元/平",180.0
大渡口,步行街,国瑞城3期,3室2厅,109.27平米,南,精装,中楼层(共29层),2013年建,"13,087元/平",143.0
大渡口,九宫庙,鑫瑞康居,3室2厅,94.16平米,南,精装,中楼层(共6层),2002年建,"9,771元/平",92.0
大渡口,双山,雅居乐御宾府,4室2厅,197.73平米,南,毛坯,29层,2017年建,"12,189元/平",241.0
大渡口,步行街,蓝光中央广场,4室2厅,157.48平米,南,毛坯,高楼层(共31层),2017年建,"13,209元/平",208.0
大渡口,巴国城,中交丽景香漫岭,3室2厅,88平米,东,精装,26层,2012年建,"13,398元/平",117.9
大渡口,双山,金科星辰,3室2厅,110.27平米,南,毛坯,27层,2018年建,"11,971元/平",132.0
大渡口,双山,金科星辰,3室2厅,110.27平米,东南,毛坯,27层,2018年建,"12,198元/平",134.5
大渡口,巴国城,中交丽景,3室2厅,108.44平米,东南,简装,30层,2012年建,"12,726元/平",138.0
大渡口,双山,盛世龙都B区,3室1厅,81.99平米,东南,精装,高楼层(共25层),2014年建,"12,795元/平",104.9
大渡口,双山,晋愉天意,3室1厅,85.44平米,南,精装,33层,2011年建,"12,992元/平",111.0
大渡口,巴国城,中交丽景香漫岭,4室2厅,122.63平米,东南,精装,34层,2012年建,"13,863元/平",170.0
大渡口,九宫庙,中冶城邦国际,3室2厅,80.27平米,东,毛坯,低楼层(共32层),2016年建,"12,458元/平",100.0
大渡口,巴国城,中交丽景,4室2厅,135.72平米,东 南,精装,34层,2010年建,"12,895元/平",175.0
大渡口,步行街,佳禾钰茂香港城,3室1厅,55.1平米,东南,精装,高楼层(共46层),2005年建,"11,253元/平",62.0
大渡口,巴国城,中交丽景香漫岭,4室2厅,115.2平米,西北,精装,27层,2012年建,"13,889元/平",160.0
大渡口,步行街,国瑞城1期,3室2厅,116.12平米,南,简装,低楼层(共30层),2005年建,"11,196元/平",130.0
大渡口,巴国城,东海阿特豪斯,3室1厅,114.58平米,南,精装,高楼层(共30层),2012年建,"13,266元/平",152.0
大渡口,双山,雅居乐御宾府,3室2厅,100.77平米,东南 南,毛坯,27层,2017年建,"13,894元/平",140.0
大渡口,双山,国瑞爱与山,3室2厅,77.85平米,北,毛坯,8层,2016年建,"15,929元/平",124.0
大渡口,双山,国瑞爱与山,4室2厅,124.19平米,南,精装,7层,2014年建,"17,635元/平",219.0
